article_title,image,imagesize,name,caption,office,order,term_start,term_end,predecessor,successor,office1,term_start1,term_end1,1blankname1,1namedata1,predecessor1,successor1,term_start2,term_end2,1blankname2,1namedata2,predecessor2,successor2,office3,order3,term_start3,term_end3,predecessor3,successor3,birth_date,birth_place,death_date,death_place,party,relations,spouse,children,alma_mater,residence,occupation,religion,signature,website,footnotes
Nugroho Wisnumurti,,200px,Nugroho Wisnumurti,,"Daftar Duta Besar Indonesia untuk Perserikatan Bangsa-Bangsa, Organisasi Perdagangan Dunia, dan Organisasi Internasional Lainnya di JenewaUtusan Tetap Indonesia untuk PBB dan Organisasi Internasional Lainnya di Jenewa",ke-11,2000,2004,Hassan Wirajuda,Makarim Wibisono,Presiden Dewan Keamanan Perserikatan Bangsa-BangsaPeriode Keanggotaan: 1995—1996,1 November 1996,30 November 1996,Sekretaris Jenderal,Boutros Boutros-Ghali,Delmer Urbizio Panting dan Gerardo Martínez Blanco,Francesco Paolo Fulci,1 Agustus 1995,31 Agustus 1995,Sekretaris Jenderal,Boutros Boutros-Ghali,Delmer Urbizio Panting dan Gerardo Martínez Blanco,Francesco Paolo Fulci dan Susanna Agnelli,Duta Besar Indonesia untuk Perserikatan Bangsa-Bangsa,ke-12,1992,1997,Nana Sutresna,Makarim Wibisono,1940 3 23 y,"Surakarta, Hindia Belanda",2023 6 8 1940 3 23 y,Jakarta,,,Nan Irama Wisnumurti,Satu anak perempuan,Universitas IndonesiaUniversitas ColumbiaLembaga Ketahanan Nasional,,Diplomat,,,,
