article_title,name,other_titles,logo,logo_alt,logo_size,image,alt,caption,keypoints,country,date,venues,follows,precedes,website,article_title
APEC Indonesia 1994,,,,,,,,Delegasi APEC Indonesia 1994 menggunakan pakaian batik,,Indonesia,15–16 November,"Istana Kepresidenan, Bogor, Jawa Barat",1993,1995,,APEC Indonesia 1994
