article_title,nama,logo,ketuaumum,sekjen,tahun,kantorpusat,ideologi,parlemen,pemilu,kursidpr,situsweb,article_title
Partai Patriot (Indonesia),Partai Patriot,150 px,Japto Soerjosoemarno,Nugroho Sulistyanto,1 Juni 2001 (sebagai Partai Patriot Pancasila),DKI Jakarta,Pancasila,DPR,2004,Tidak ada,,Partai Patriot (Indonesia)
