article_title,honorific-prefix,name,honorific-suffix,image,imagesize,office,term_start,term_end,constituency,successor,office2,order2,term_start2,term_end2,president2,lieutenant2,predecessor2,successor2,office3,order3,term_start3,term_end3,president3,governor3,lieutenant3,predecessor3,successor3,birth_date,birth_place,nationality,occupation,party,spouse(s),children,alma_mater,website,article_title
Alex Noerdin,,Alex Noerdin,,File:Anggota DPR Alex Noerdin.jpg,250px,Anggota Dewan Perwakilan Rakyat Republik Indonesia,1 Oktober 2019,16 September 2021,Sumatera Selatan II,Tofan Maulana,Gubernur Sumatera Selatan,ke-15,7 November 2008,21 September 2018,,,Mahyuddin N. S.,Hadi Prabowo (Pj.)Herman Deru,Bupati Musi Banyuasin,ke-9,16 Januari 2001,14 Juni 2008,,,,Nazom Nurhawi,Pahri Azhari,,"Palembang, Sumatera Selatan, Indonesia",Indonesia,Pegawai Negeri SipilPolitikus,Partai Golongan Karya,Sri Eliza,,,www.alexnoerdin.info,Alex Noerdin
