article_title,honorific-prefix,name,image,order,office,term_start,term_end,president,predecessor,successor,office2,order2,term_start2,term_end2,president2,predecessor2,successor2,office3,order3,term_start3,term_end3,predecessor3,successor3,office4,order4,term_start4,term_end4,president4,predecessor4,successor4,birth_date,birth_place,allegiance,serviceyears,servicenumber,rank,branch,unit,battles,nationality,party,spouse,children,relatives,residence,alma_mater,profession,signature,caption,article_title
Try Sutrisno,Jenderal TNI (Purn.) H.,Try Sutrisno,Try Sutrisno Official Portrait.jpg,ke-6,Wakil Presiden Indonesia,11 Maret 1993,11 Maret 1998,Soeharto,Sudharmono,B. J. Habibie,Panglima Tentara Nasional IndonesiaPanglima Angkatan Bersenjata Republik Indonesia,ke-9,27 Februari 1988,19 Februari 1993,Soeharto,L.B. Moerdani,Edi Sudradjat,Kepala Staf TNI Angkatan Darat,ke-15,7 Juni 1986,2 Februari 1988,Rudini,Edi Sudradjat,Ketua Umum PBSI,ke-6,1985,1993,,Ferry Sonneville,Soerjadi,,"Surabaya, Jawa Timur, Hindia Belanda",,1959–1993,18438,25px Jenderal TNI,25px TNI Angkatan Darat,Zeni,Operasi 17 AgustusOperasi TrikoraKonfrontasi Indonesia–MalaysiaOperasi SerojaPemberontakan di Aceh,Indonesia,GolkarPKPI,Tuti Sutiawati,"7, termasuk Firman dan Kunto",,,Akademi Teknik AD (1959),"Tentara, Politisi",Signature of Try Sutrisno.svg,Foto Resmi Try Sutrisno Tahun 1993,Try Sutrisno
