article_title,campaignbox,conflict,partof,image,caption,date,place,result,combatant1,combatant2,commander1,commander2,strength1,strength2,casualties1,casualties2,article_title
Krisis Selat Sunda,,Krisis Selat Sunda,konfrontasi Indonesia-Malaysia,300px,Selat Sunda yang memisahkan Jawa dan Sumatra adalah pusat krisis.,27 Agustus – 10 September 1964,"Selat Sunda, Indonesia",Keberhasilan Dua Belah Pihak dalam Menghindari Konflik,,,,,1 kapal induk   2 penghancur,Kekuatan hampir penuh Angkatan Udara Indonesia Sejumlah kapal selam dan kapal permukaan ringan,0,0,Krisis Selat Sunda
