article_title,name,image,image_caption,material,size,writing,created,discovered,location,id,registration,article_title
Temuan Wonoboyo,Temuan Wonoboyo,360px,"Replika temuan Wonoboyo, temuan artefak emas dan perak, dipamerkan di Museum Prambanan. Temuan Wonoboyo asli disimpan di Museum Nasional Indonesia, Jakarta.",Emas dan perak,,,Abad ke-8 sampai ke-9 Masehi,,"Museum Nasional Indonesia, Jakarta",,,Temuan Wonoboyo
