article_title,name,year,logo,size,final,presenters,exsupervisor,exproducer,conductor,director,host,venue,winner,vote,entries,debut,return,withdraw,null,interval,opening,Green,Green SA,Purple,Red,Yellow,article_title
Indonesia International Song Festival 1995,Indonesia International Song Festival,1995,IISF 1995 logo.png,180px,4–8 Agustus 1995,Bob TutupolyShafira PrakasaTia Maryadi,Chris Pattikawa,Errki Pohjanheimo,Erwin Gutawa,,Televisi Republik Indonesia (TVRI) dan Televisi Pendidikan Indonesia (TPI),"Jakarta Convention CenterJakarta, Indonesia","""We Are One""",,15,,,,,Penampilan video memperingati 50 tahun Kemerdekaan Republik Indonesia.,,Y,,,,Y,Indonesia International Song Festival 1995
