article_title,name,image,image_size,alt,caption,image_map,map_size,map_alt,map_caption,pushpin_map,pushpin_relief,pushpin_mapsize,pushpin_map_alt,pushpin_map_caption,pushpin_label,map_dot_mark,location,coordinates,status,classification,capacity,population,population_as_of,opened,closed,former_name,managed_by,director,governor,warden,street-address,city,county,state,postcode,zip,country,website,prisoners,embedded,article_title
Kamp pengasingan Moncongloe,Kamp pengasingan Moncongloe,Kamp Moncongloe11.png,280px,,Peta lokasi Kamp pengasingan Moncongloe,South Sulawesi in Indonesia.svg,,,,,,,,,,,,,Pengasingan,Rehabilitasi,,± 13 ribu (sepanjang 1969–1979),,Maret 1969,1979,Inrehab Kokamtibda Sulselra,,,:Kapten Rakimin (1969–)Kapten Bonar SiregarKapten ToliuKapten Wahyudin Lubis (–1979),,Moncongloe,Kabupaten Maros dan Kabupaten Gowa,,Sulawesi Selatan,,,Indonesia,,,,Kamp pengasingan Moncongloe
