article_title,document_name,image,caption,location_of_document,signers,date_ratified,date_repeal,purpose,article_title
Surat Perintah Sebelas Maret,Surat Perintah Sebelas Maret,,,Tidak diketahui,Soekarno,11 Maret 1966,28 Oktober 1971,"Memberikan mandat kepada Letnan Jenderal Soeharto, sebagai Panglima Kopkamtib, untuk mengambil semua tindakan yang ""dianggap perlu"" untuk mengatasi situasi keamanan dan stabilitas pemerintahan.",Surat Perintah Sebelas Maret
