article_title,name,image,image_size,image_alt,caption,image_map,image_map_alt,image_map_caption,pushpin_map,pushpin_map_alt,pushpin_map_caption,coordinates,date,time,location,location_city,location_dist_km,country,line,operator,owner,service,type,cause,vehicles,passengers,crew,pedestrians,deaths,injuries,damage,property,route_map,route_map_state,route_map_name,footnotes,article_title
Tenggelamnya KMP Tampomas II,Musibah KMP Tampomas II,KMP-tampomas2-terbakar2.jpg,200,,Foto dari helikopter yang menunjukkan terbakarnya KMP Tampomas di Laut Jawa.,,,,Jawa Timur#Jawa,,Lokasi di Jawa Timur##Lokasi di Pulau Jawa,,,12.45 WIB,"Kepulauan Masalembo, Laut Jawa","Surabaya, Jawa Timur",275,Indonesia,Padang-Jakarta-Ujung Pandang,PT Pelni,Pemerintah Indonesia,Transportasi umum Kapal laut,Tenggelam,Mesin terbakar,191 mobil & 200 motor,2.174,107,,1.217,,,,,,,,Tenggelamnya KMP Tampomas II
