article_title,tourney_name,year,othertitles,image,size,caption,country,dates,num_teams,venues,cities,champion,count,second,third_other,fourth,fourth-flagvar,matches,goals,attendance,top_scorer,player,prevseason,nextseason,article_title
Turnamen HUT Kota Jakarta 1972,Turnamen HUT Kota Jakarta,1972,,,,,Indonesia,5–20 Juni,10,,,Indonesia,1,Korea Selatan,,Burma,1948,24,87,,,,1971,1973,Turnamen HUT Kota Jakarta 1972
