article_title,name,official_name,settlement_type,subdivision_type,subdivision_name,utc_offset,extinct_date,subdivision_type1,subdivision_name1,area_land_ha,article_title
Jonggol sebagai Kandidat Ibukota Indonesia,Jonggol,Kota Mandiri Jonggol (Garudasakti),Usulan Pemindahan Ibukota,Negara,,+07:00,1998,Provinsi,,"35,000",Jonggol sebagai Kandidat Ibukota Indonesia
