article_title,company_name,company_logo,company_type,traded_as,company_slogan,foundation,location,key_people,products,industry,revenue,net_income,assets,equity,num_employees,subsid,homepage,1,article_title
KMI Wire and Cable,PT KMI Wire and Cable Tbk,,Publik,,,19 Januari 1972,"Jakarta, Indonesia","Herman Nursalim, Direktur utama",kabel,manufaktur,Rp 4.239 Triliun (FY 2018),Rp 235.651 Miliar (FY 2018),Rp 3.244 Triliun (FY 2018),Rp 2.030 Triliun (FY 2018),574 (2021),"PT Langgeng BajapratamaPT KMI Electronic SolutionLaporan Tahunan KBLI, 2021",kmiwire.com,Kabel-und Metalwerke Guetehoffnungshuette AG,KMI Wire and Cable
