article_title,name,image,caption,office,order,term_start,term_end,president,deputy,predecessor,successor,office1,order1,term_start1,term_end1,president1,primeminister1,predecessor1,successor1,birth_date,birth_place,death_date,death_place,nationality,party,spouse,children,profession,article_title
Burhanuddin Harahap,,Burhanuddin Harahap.jpg,Burhanuddin Harahap pada tahun 1956,Perdana Menteri Indonesia,ke-9,11 Agustus 1955,20 Maret 1956,Soekarno,Djanoe IsmadiHarsono Tjokroaminoto,Ali Sastroamidjojo,Ali Sastroamidjojo,Menteri Pertahanan Indonesia,ke-8,12 Agustus 1955,24 Maret 1956,Soekarno,Dirinya sendiri,Iwa Koesoemasoemantri,Ali Sastroamidjojo,,"Medan, Hindia Belanda",,"Jakarta, Indonesia",Indonesia,Masyumi,,,Politikus,Burhanuddin Harahap
