iri,id
Hartini,http://commons.wikimedia.org/wiki/Special:FilePath/Suhartini Suara Merdeka 20 Sep 1950 p2.jpg,https://id.wikipedia.org/wiki/Hartini
BataraImanuelSirait,http://commons.wikimedia.org/wiki/Special:FilePath/default.png,
SabamSirait,http://commons.wikimedia.org/wiki/Special:FilePath/Official Portrait of Sabam Sirait.jpg,https://id.wikipedia.org/wiki/Sabam Sirait
AchmadWiranatakusumah,http://commons.wikimedia.org/wiki/Special:FilePath/default.png,https://id.wikipedia.org/wiki/Achmad Wiranatakusumah
Adrian,http://commons.wikimedia.org/wiki/Special:FilePath/default.png,
AriefBudiman,http://commons.wikimedia.org/wiki/Special:FilePath/default.png,https://id.wikipedia.org/wiki/Arief Budiman
LukitaDinarsyahTuwo,http://commons.wikimedia.org/wiki/Special:FilePath/Wakil Menteri PPN Lukita Dinarsyah Tuwo.jpg,https://id.wikipedia.org/wiki/Lukita Dinarsyah Tuwo
KharisSuhud,http://commons.wikimedia.org/wiki/Special:FilePath/Kharis suhud 1980.jpg,https://id.wikipedia.org/wiki/Kharis Suhud
AndiMuhammadGhalib,"http://commons.wikimedia.org/wiki/Special:FilePath/The Ambassador of Indonesia to India, Lt. Gen. (Retd.) Andi M. Ghalib presented his credentials to the President, Smt. Pratibha Devisingh Patil, at Rashtrapati Bhavan, in New Delhi on July 10, 2008.jpg",https://id.wikipedia.org/wiki/Andi Muhammad Ghalib
RooslilaTahir,http://commons.wikimedia.org/wiki/Special:FilePath/default.png,https://id.wikipedia.org/wiki/Rooslila Tahir
MusannifRyacudu,"http://commons.wikimedia.org/wiki/Special:FilePath/Musannif Ryacudu, Tandjungpura Berjuang (1970).jpg",https://id.wikipedia.org/wiki/Musannif Ryacudu
TaurMatanRuak,http://commons.wikimedia.org/wiki/Special:FilePath/Prime Minister of Timor-Leste Taur Matan Ruak.jpg,https://id.wikipedia.org/wiki/Taur Matan Ruak
AbdulHarisNasution,http://commons.wikimedia.org/wiki/Special:FilePath/Abdul Haris Nasution.jpg,https://id.wikipedia.org/wiki/Abdul Haris Nasution
SuharnokoHarbani,http://commons.wikimedia.org/wiki/Special:FilePath/Suharnoko Harbani.jpg,https://id.wikipedia.org/wiki/Suharnoko Harbani
YessyRianaDilliyanti,http://commons.wikimedia.org/wiki/Special:FilePath/default.png,
Sutiyoso,http://commons.wikimedia.org/wiki/Special:FilePath/Sutiyoso Setkab.jpg,https://id.wikipedia.org/wiki/Sutiyoso
PakuAlamVIII,http://commons.wikimedia.org/wiki/Special:FilePath/COLLECTIE TROPENMUSEUM Schilderij van Zijne Hoogheid Prins Pakoe Alam VIII in officieel tenue TMnr 10001894.jpg,https://id.wikipedia.org/wiki/Paku Alam VIII
IbnuSutowo,http://commons.wikimedia.org/wiki/Special:FilePath/Ibnu Sutowo - Saatnya Saya Bercerita (Sampul Buku).jpg,https://id.wikipedia.org/wiki/Ibnu Sutowo
AliSastroamidjojo,http://commons.wikimedia.org/wiki/Special:FilePath/Ali Sastroamidjojo.jpg,https://id.wikipedia.org/wiki/Ali Sastroamidjojo
PrabowoSubianto,http://commons.wikimedia.org/wiki/Special:FilePath/KIM Prabowo Subianto.jpg,https://id.wikipedia.org/wiki/Prabowo Subianto
SoemitroDjojohadikoesoemo,http://commons.wikimedia.org/wiki/Special:FilePath/Soemitro Smiling.jpg,https://id.wikipedia.org/wiki/Soemitro Djojohadikoesoemo
TinoKarno,http://commons.wikimedia.org/wiki/Special:FilePath/default.png,https://id.wikipedia.org/wiki/Tino Karno
SoekarnoMNoor,"http://commons.wikimedia.org/wiki/Special:FilePath/Sukarno M Noor, Film Varia 1.8 (July 1954), p7.jpg",https://id.wikipedia.org/wiki/Soekarno M. Noor
AmiGumelar,http://commons.wikimedia.org/wiki/Special:FilePath/default.png,
AgumGumelar,http://commons.wikimedia.org/wiki/Special:FilePath/Wantimpres Agum Gumelar.jpg,https://id.wikipedia.org/wiki/Agum Gumelar
RyamizardRyacudu,http://commons.wikimedia.org/wiki/Special:FilePath/Ryamizard Ryacudu 2015.jpg,https://id.wikipedia.org/wiki/Ryamizard Ryacudu
SiswondoParman,http://commons.wikimedia.org/wiki/Special:FilePath/S Parman.jpg,https://id.wikipedia.org/wiki/Siswondo Parman
BambangTrihatmodjo,http://commons.wikimedia.org/wiki/Special:FilePath/Suharto family.jpg,https://id.wikipedia.org/wiki/Bambang Trihatmodjo
AtmonoSuryo,http://commons.wikimedia.org/wiki/Special:FilePath/Indonesia Ambassador to Belgium Atmono suryo.jpg,https://id.wikipedia.org/wiki/Atmono Suryo
ManaiSophiaan,"http://commons.wikimedia.org/wiki/Special:FilePath/Manai Sophiaan, Hasil Rakjat Memilih Tokoh-tokoh Parlemen (Hasil Pemilihan Umum Pertama - 1955) di Republik Indonesia, p65.jpg",https://id.wikipedia.org/wiki/Manai Sophiaan
SyahrialOesman,http://commons.wikimedia.org/wiki/Special:FilePath/Bupati OKU Syahrial Oesman.jpg,https://id.wikipedia.org/wiki/Syahrial Oesman
TeukuUmarAli,http://commons.wikimedia.org/wiki/Special:FilePath/default.png,https://id.wikipedia.org/wiki/Teuku Umar Ali
MohamadSulemanHidayat,http://commons.wikimedia.org/wiki/Special:FilePath/Ms hidayat.jpg,https://id.wikipedia.org/wiki/Mohamad Suleman Hidayat
FeisalTanjung,http://commons.wikimedia.org/wiki/Special:FilePath/Feisal Tanjung as Commander of the Armed Forces.jpg,https://id.wikipedia.org/wiki/Feisal Tanjung
AhmadYani,http://commons.wikimedia.org/wiki/Special:FilePath/Ahmad Yani.jpg,https://id.wikipedia.org/wiki/Ahmad Yani
AhmadYani,http://commons.wikimedia.org/wiki/Special:FilePath/Ahmad Yani.jpg,https://id.wikipedia.org/wiki/Ahmad Yani
RiaIrawan,http://commons.wikimedia.org/wiki/Special:FilePath/Ria Irawan on Festival Film Indonesia 2015.png,https://id.wikipedia.org/wiki/Ria Irawan
AdeIrawan,"http://commons.wikimedia.org/wiki/Special:FilePath/Ade Irawan signing autographs, Festival Film Indonesia (1982), 1983, p55 (cropped).jpg",https://id.wikipedia.org/wiki/Ade Irawan
AlstonSalim,http://commons.wikimedia.org/wiki/Special:FilePath/default.png,
AnthonySalim,http://commons.wikimedia.org/wiki/Special:FilePath/default.png,https://id.wikipedia.org/wiki/Anthony Salim
HashimDjojohadikusumo,http://commons.wikimedia.org/wiki/Special:FilePath/RM Margono Djojohadikusumo.jpg,https://id.wikipedia.org/wiki/Hashim Djojohadikusumo
MarahLaut,http://commons.wikimedia.org/wiki/Special:FilePath/default.png,
EnoSigit,http://commons.wikimedia.org/wiki/Special:FilePath/default.png,https://id.wikipedia.org/wiki/Eno Sigit
FilomenoHornay,http://commons.wikimedia.org/wiki/Special:FilePath/default.png,https://id.wikipedia.org/wiki/Filomeno Hornay
EmilArifin,http://commons.wikimedia.org/wiki/Special:FilePath/default.png,https://id.wikipedia.org/wiki/Emil Arifin
BustanilArifin,http://commons.wikimedia.org/wiki/Special:FilePath/Bustanil Arifin - Fourth Development Cabinet.jpg,https://id.wikipedia.org/wiki/Bustanil Arifin
TheoLSambuaga,http://commons.wikimedia.org/wiki/Special:FilePath/Theo L. Sambuaga.jpg,https://id.wikipedia.org/wiki/Theo L. Sambuaga
Sapardjo,http://commons.wikimedia.org/wiki/Special:FilePath/default.png,https://id.wikipedia.org/wiki/Sapardjo
EddyRumpoko,http://commons.wikimedia.org/wiki/Special:FilePath/Wali Kota Batu Eddy Rumpoko 2011.jpg,https://id.wikipedia.org/wiki/Eddy Rumpoko
DaoedJoesoef,http://commons.wikimedia.org/wiki/Special:FilePath/Daoed Joesoef portrait.jpg,https://id.wikipedia.org/wiki/Daoed Joesoef
NinukMardianaPambudy,http://commons.wikimedia.org/wiki/Special:FilePath/default.png,
FadliZon,http://commons.wikimedia.org/wiki/Special:FilePath/23º Foro Parlamentario Asia Pacífico - Fadli Zon (INDONESIA) (16079511930).jpg,https://id.wikipedia.org/wiki/Fadli Zon
BobTutupoly,http://commons.wikimedia.org/wiki/Special:FilePath/Bob Tutupoly posing for Aktuil Magazine Vol. 4 1967.png,https://id.wikipedia.org/wiki/Bob Tutupoly
AyuGembirowati,http://commons.wikimedia.org/wiki/Special:FilePath/default.png,
SriWulandari,http://commons.wikimedia.org/wiki/Special:FilePath/default.png,
HidayatNurWahid,http://commons.wikimedia.org/wiki/Special:FilePath/Hidayat Nur Wahid.jpg,https://id.wikipedia.org/wiki/Hidayat Nur Wahid
SoerjadiSoerjadarma,http://commons.wikimedia.org/wiki/Special:FilePath/Suryadarma.jpg,https://id.wikipedia.org/wiki/Soerjadi Soerjadarma
AMFatwa,http://commons.wikimedia.org/wiki/Special:FilePath/AM Fatwa.jpg,https://id.wikipedia.org/wiki/A.M. Fatwa
HanumSalsabielaRais,http://commons.wikimedia.org/wiki/Special:FilePath/KPU Hanum Salsabiela Rais.jpg,https://id.wikipedia.org/wiki/Hanum Salsabiela Rais
AmienRais,"http://commons.wikimedia.org/wiki/Special:FilePath/Amien Rais and Abdurrahman Wahid, 1999.jpg",https://id.wikipedia.org/wiki/Amien Rais
MohammadSyafaatMintaredja,http://commons.wikimedia.org/wiki/Special:FilePath/Mohammad Syafaat Mintaredja.jpg,https://id.wikipedia.org/wiki/Mohammad Syafa'at Mintaredja
HermanBernhardLeopoldMantiri,"http://commons.wikimedia.org/wiki/Special:FilePath/HBL Mantiri, Commander of the Udayana Military Region.jpg",https://id.wikipedia.org/wiki/Herman Bernhard Leopold Mantiri
AnindyoBaskoro,http://commons.wikimedia.org/wiki/Special:FilePath/default.png,https://id.wikipedia.org/wiki/Laleilmanino
UmarKayam,"http://commons.wikimedia.org/wiki/Special:FilePath/Umar Kayam, Indonesia Literary Pioneers, 00.53.jpg",https://id.wikipedia.org/wiki/Umar Kayam
LuckyAliMoerfiqin,http://commons.wikimedia.org/wiki/Special:FilePath/default.png,
AliMoertopo,"http://commons.wikimedia.org/wiki/Special:FilePath/Ali Moertopo closing Indonesian Film Festival, Festival Film Indonesia (1982), 1983, p67.jpg",https://id.wikipedia.org/wiki/Ali Moertopo
IdaBagusRaiDharmawijayaMantra,"http://commons.wikimedia.org/wiki/Special:FilePath/Denpasar Mayor, I.B. Rai Dharmawijaya M.jpg",https://id.wikipedia.org/wiki/Ida Bagus Rai Dharmawijaya Mantra
IdaBagusMantra,"http://commons.wikimedia.org/wiki/Special:FilePath/Ida Bagus Mantra, Gubernur Bali.jpg",https://id.wikipedia.org/wiki/Ida Bagus Mantra
RatnaJuami,http://commons.wikimedia.org/wiki/Special:FilePath/default.png,
SumantriBrodjonegoro,http://commons.wikimedia.org/wiki/Special:FilePath/28 sumantribrodjonegoro.jpg,https://id.wikipedia.org/wiki/Sumantri Brodjonegoro
KemalIdris,http://commons.wikimedia.org/wiki/Special:FilePath/default.png,https://id.wikipedia.org/wiki/Kemal Idris
FuadBawazier,http://commons.wikimedia.org/wiki/Special:FilePath/Fuad Bawazier.jpg,https://id.wikipedia.org/wiki/Fuad Bawazier
KaharuddinNasution,http://commons.wikimedia.org/wiki/Special:FilePath/Kaharuddin Nasution as the Governor of North Sumatra.jpg,https://id.wikipedia.org/wiki/Kaharuddin Nasution
ZannubaAriffahChafsoh,http://commons.wikimedia.org/wiki/Special:FilePath/Yenny Zannuba A. C. Wahid - World Economic Forum on East Asia 2011.jpg,https://id.wikipedia.org/wiki/Yenny Wahid
AbdurrahmanWahid,http://commons.wikimedia.org/wiki/Special:FilePath/President Abdurrahman Wahid - Indonesia.jpg,https://id.wikipedia.org/wiki/Abdurrahman Wahid
WismoyoArismunandar,http://commons.wikimedia.org/wiki/Special:FilePath/Jenderal TNI Wismoyo Arismunandar.png,https://id.wikipedia.org/wiki/Wismoyo Arismunandar
Soedjatmoko,"http://commons.wikimedia.org/wiki/Special:FilePath/Soedjatmoko, Duta Besar RI untuk Amerika Serikat.jpg",https://id.wikipedia.org/wiki/Soedjatmoko
GunturSoekarnoputra,"http://commons.wikimedia.org/wiki/Special:FilePath/Roy Rogers with Guntur Sukarno, Presiden Soekarno di Amerika Serikat, p59.jpg",https://id.wikipedia.org/wiki/Guntur Soekarnoputra
Fatmawati,http://commons.wikimedia.org/wiki/Special:FilePath/Fatmawati Soekarno (1966).jpg,https://id.wikipedia.org/wiki/Fatmawati
AdiPutraDarmawan,http://commons.wikimedia.org/wiki/Special:FilePath/Ketua Pergantian Antar Waktu Kadin Adi Putra Darmawan Tahir.jpg,https://id.wikipedia.org/wiki/Adi Putra Darmawan Tahir
BJHabibie,"http://commons.wikimedia.org/wiki/Special:FilePath/B. J. Habibie, President of Indonesia portrait.jpg",https://id.wikipedia.org/wiki/B. J. Habibie
TommySoeharto,http://commons.wikimedia.org/wiki/Special:FilePath/Tommy Suharto Central Aceh.png,https://id.wikipedia.org/wiki/Tommy Soeharto
OetojoOesman,http://commons.wikimedia.org/wiki/Special:FilePath/Sixth Development Cabinet Poster (Oetojo Oesman).jpg,https://id.wikipedia.org/wiki/Oetojo Oesman
MiraSalim,http://commons.wikimedia.org/wiki/Special:FilePath/default.png,
AmirMachmud,http://commons.wikimedia.org/wiki/Special:FilePath/Amirmachmud.jpg,https://id.wikipedia.org/wiki/Amir Machmud
IpikAsmasoebrata,http://commons.wikimedia.org/wiki/Special:FilePath/default.png,https://id.wikipedia.org/wiki/Ipik Asmasoebrata
SofjanWanandi,http://commons.wikimedia.org/wiki/Special:FilePath/Sofyan Wanandi.jpg,https://id.wikipedia.org/wiki/Sofjan Wanandi
LuhutBinsarPandjaitan,http://commons.wikimedia.org/wiki/Special:FilePath/Luhut Binsar Pandjaitan.png,https://id.wikipedia.org/wiki/Luhut Binsar Pandjaitan
HariIndraUtama,http://commons.wikimedia.org/wiki/Special:FilePath/default.png,
SoesiloSoedarman,http://commons.wikimedia.org/wiki/Special:FilePath/Soesilo Soedarman as the Coordinating Minister for Political and Security Affairs.jpg,https://id.wikipedia.org/wiki/Soesilo Soedarman
RuhutSitompul,http://commons.wikimedia.org/wiki/Special:FilePath/Ruhut Sitompul Demokrat.jpg,https://id.wikipedia.org/wiki/Ruhut Sitompul
IGustiNgurahAlitYudha,http://commons.wikimedia.org/wiki/Special:FilePath/default.png,
IGustiNgurahRai,http://commons.wikimedia.org/wiki/Special:FilePath/NgurahRai.png,https://id.wikipedia.org/wiki/I Gusti Ngurah Rai
SunawarSukowati,http://commons.wikimedia.org/wiki/Special:FilePath/KP1 Sunawar Sukowati.jpg,https://id.wikipedia.org/wiki/Sunawar Sukowati
GitaWirjawan,http://commons.wikimedia.org/wiki/Special:FilePath/Gita Wirjawan.jpg,https://id.wikipedia.org/wiki/Gita Wirjawan
AbdulLatiefpengusaha,http://commons.wikimedia.org/wiki/Special:FilePath/Sixth Development Cabinet Poster (Abdul Latief).jpg,https://id.wikipedia.org/wiki/Abdul Latief (pengusaha)
NazyraCNoer,http://commons.wikimedia.org/wiki/Special:FilePath/default.png,https://id.wikipedia.org/wiki/Nazyra C. Noer
MSarbini,http://commons.wikimedia.org/wiki/Special:FilePath/Mayjen TNI M. Sarbini.jpg,https://id.wikipedia.org/wiki/M. Sarbini
AdeIrmaSuryani,http://commons.wikimedia.org/wiki/Special:FilePath/default.png,
AyeshaKhadafi,http://commons.wikimedia.org/wiki/Special:FilePath/default.png,https://id.wikipedia.org/wiki/Ayesha Khadafi
KaharMuzakir,"http://commons.wikimedia.org/wiki/Special:FilePath/Kahar Muzakir, DPR RI.jpg",https://id.wikipedia.org/wiki/Kahar Muzakir
RachmawatiSoekarnoputri,"http://commons.wikimedia.org/wiki/Special:FilePath/Rachmawati Soekarnoputri, 2020.jpg",https://id.wikipedia.org/wiki/Rachmawati Soekarnoputri
OemarSenoAdji,http://commons.wikimedia.org/wiki/Special:FilePath/Oemar Seno Adji.png,https://id.wikipedia.org/wiki/Oemar Seno Adji
SophanSophiaan,http://commons.wikimedia.org/wiki/Special:FilePath/Sophan Sophiaan Majalah Aktuil Edisi 72 Tahun 1971.jpg,https://id.wikipedia.org/wiki/Sophan Sophiaan
HasriAinunBesari,http://commons.wikimedia.org/wiki/Special:FilePath/Ainun Habibie.png,https://id.wikipedia.org/wiki/Hasri Ainun Besari
HutomoMandalaPutra,http://commons.wikimedia.org/wiki/Special:FilePath/Tommy Suharto Central Aceh.png,https://id.wikipedia.org/wiki/Tommy Soeharto
SitiHutamiEndangAdiningsih,http://commons.wikimedia.org/wiki/Special:FilePath/default.png,https://id.wikipedia.org/wiki/Siti Hutami Endang Adiningsih
AlissaQotrunnada,http://commons.wikimedia.org/wiki/Special:FilePath/default.png,https://id.wikipedia.org/wiki/Alissa Qotrunnada
EuricoGuterres,http://commons.wikimedia.org/wiki/Special:FilePath/0240 Militia Leader Eurico Guterres 1999.jpg,https://id.wikipedia.org/wiki/Eurico Guterres
PrabowoSubiantoDjojohadikusumo,http://commons.wikimedia.org/wiki/Special:FilePath/KIM Prabowo Subianto.jpg,https://id.wikipedia.org/wiki/Prabowo Subianto
DoraMarieSigar,http://commons.wikimedia.org/wiki/Special:FilePath/RM Margono Djojohadikusumo.jpg,https://id.wikipedia.org/wiki/Dora Marie Sigar
SoebiantoDjojohadikoesoemo,http://commons.wikimedia.org/wiki/Special:FilePath/RM Margono Djojohadikusumo.jpg,https://id.wikipedia.org/wiki/Soebianto Djojohadikoesoemo
MargonoDjojohadikoesoemo,http://commons.wikimedia.org/wiki/Special:FilePath/Cropped Margono Djojohadikusumo.jpg,https://id.wikipedia.org/wiki/Margono Djojohadikoesoemo
Subroto,http://commons.wikimedia.org/wiki/Special:FilePath/Menteri Pertambangan Subroto.jpg,https://id.wikipedia.org/wiki/Subroto
AryoSeto,http://commons.wikimedia.org/wiki/Special:FilePath/default.png,
HeriyantoTahir,http://commons.wikimedia.org/wiki/Special:FilePath/default.png,
SitiIslamiyah,http://commons.wikimedia.org/wiki/Special:FilePath/default.png,
OemarSaidTjokroaminoto,"http://commons.wikimedia.org/wiki/Special:FilePath/HOS Tjokroaminoto, 20 Mei Pelopor 17 Agustus, p43.jpg",https://id.wikipedia.org/wiki/Oemar Said Tjokroaminoto
HimawanSoetanto,"http://commons.wikimedia.org/wiki/Special:FilePath/Himawan Sutanto, Buku Pelengkap VI Pemilihan Umum 1982, p127.jpg",https://id.wikipedia.org/wiki/Himawan Soetanto
MuhammadMangundiprojo,http://commons.wikimedia.org/wiki/Special:FilePath/default.png,https://id.wikipedia.org/wiki/Muhammad Mangundiprojo
FahmiSaifuddin,http://commons.wikimedia.org/wiki/Special:FilePath/default.png,
SaifuddinZuhri,"http://commons.wikimedia.org/wiki/Special:FilePath/Saifuddin Zuhri, Hasil Rakjat Memilih Tokoh-tokoh Parlemen (Hasil Pemilihan Umum Pertama - 1955) di Republik Indonesia, p257.jpg",https://id.wikipedia.org/wiki/Saifuddin Zuhri
KamalaChandrakirana,http://commons.wikimedia.org/wiki/Special:FilePath/Kamala Chandrakirana speaks at Komnas Perempuan Strategic planning meeting.jpg,https://id.wikipedia.org/wiki/Kamala Chandrakirana
HasjrulHarahap,http://commons.wikimedia.org/wiki/Special:FilePath/Hasjrul Harahap as the Minister of Forestry.jpg,https://id.wikipedia.org/wiki/Hasjrul Harahap
AgusGumiwangKartasasmita,http://commons.wikimedia.org/wiki/Special:FilePath/Menteri Perindustrian Agus G. Kartasasmita.jpg,https://id.wikipedia.org/wiki/Agus Gumiwang
GinandjarKartasasmita,http://commons.wikimedia.org/wiki/Special:FilePath/Ginandjar-Kartasasmita MPR.jpg,https://id.wikipedia.org/wiki/Ginandjar Kartasasmita
SitiOetari,http://commons.wikimedia.org/wiki/Special:FilePath/default.png,https://id.wikipedia.org/wiki/Siti Oetari
HayaniIsman,http://commons.wikimedia.org/wiki/Special:FilePath/default.png,https://id.wikipedia.org/wiki/Hayani Isman
SitiHediatiHariyadi,http://commons.wikimedia.org/wiki/Special:FilePath/Titiek Soeharto.jpg,https://id.wikipedia.org/wiki/Titiek Soeharto
EdiSudradjat,http://commons.wikimedia.org/wiki/Special:FilePath/Jenderal TNI Edi Sudradjat.png,https://id.wikipedia.org/wiki/Edi Sudradjat
LindaAmaliaSari,http://commons.wikimedia.org/wiki/Special:FilePath/Linda Amalia Sari Gumelar.jpg,https://id.wikipedia.org/wiki/Linda Amalia Sari
AgusHarimurtiYudhoyono,http://commons.wikimedia.org/wiki/Special:FilePath/AHY profil wikipedia.jpg,https://id.wikipedia.org/wiki/Agus Harimurti Yudhoyono
Moeljadi,"http://commons.wikimedia.org/wiki/Special:FilePath/Colonel Moeljadi, Jalesveva Jayamahe, p237.jpg",https://id.wikipedia.org/wiki/Moeljadi
PaulinaPandjaitan,http://commons.wikimedia.org/wiki/Special:FilePath/default.png,
RavindraAirlangga,http://commons.wikimedia.org/wiki/Special:FilePath/Ravindra airlangga.jpg,https://id.wikipedia.org/wiki/Ravindra Airlangga
AirlanggaHartarto,http://commons.wikimedia.org/wiki/Special:FilePath/Airlangga Hartarto.jpg,https://id.wikipedia.org/wiki/Airlangga Hartarto
JosLobato,http://commons.wikimedia.org/wiki/Special:FilePath/MG 8681 José Lobatón.jpg,
NicolaudosReisLobato,http://commons.wikimedia.org/wiki/Special:FilePath/Rotunda do Aeroporto.jpg,https://id.wikipedia.org/wiki/Nicolau dos Reis Lobato
WidjojoSoejono,http://commons.wikimedia.org/wiki/Special:FilePath/Jenderal TNI Purnawirawan Widjojo Soejono.png,https://id.wikipedia.org/wiki/Widjojo Soejono
AlSaadiGaddafi,http://commons.wikimedia.org/wiki/Special:FilePath/default.png,https://id.wikipedia.org/wiki/Al-Saadi Gaddafi
IsnaMarifa,http://commons.wikimedia.org/wiki/Special:FilePath/default.png,
RudyWowor,http://commons.wikimedia.org/wiki/Special:FilePath/default.png,https://id.wikipedia.org/wiki/Rudy Wowor
PerchaLeanpuri,http://commons.wikimedia.org/wiki/Special:FilePath/Percha Leanpuri 2014.jpg,https://id.wikipedia.org/wiki/Percha Leanpuri
HermanDeru,http://commons.wikimedia.org/wiki/Special:FilePath/Herman Deru Bupati OKU Timur.png,https://id.wikipedia.org/wiki/Herman Deru
ArieJeffryKumaat,http://commons.wikimedia.org/wiki/Special:FilePath/Arie Jeffy Kumaat.jpg,https://id.wikipedia.org/wiki/Arie Jeffry Kumaat
MelindaAksa,http://commons.wikimedia.org/wiki/Special:FilePath/default.png,
AksaMahmud,http://commons.wikimedia.org/wiki/Special:FilePath/Aksa Mahmud.jpg,https://id.wikipedia.org/wiki/Aksa Mahmud
AndiSinjayaGhalib,http://commons.wikimedia.org/wiki/Special:FilePath/default.png,https://id.wikipedia.org/wiki/Andi Sinjaya Ghalib
SoejonoDjojohadikoesoemo,http://commons.wikimedia.org/wiki/Special:FilePath/default.png,
AlexNoerdin,http://commons.wikimedia.org/wiki/Special:FilePath/Gubernur Sumatra Selatan Alex Noerdin.jpg,https://id.wikipedia.org/wiki/Alex Noerdin
Sudiono,http://commons.wikimedia.org/wiki/Special:FilePath/default.png,
MelaniLeimenaSuharli,http://commons.wikimedia.org/wiki/Special:FilePath/Melani Leimena Suharli.jpg,https://id.wikipedia.org/wiki/Melani Leimena Suharli
JohannesLeimena,http://commons.wikimedia.org/wiki/Special:FilePath/Johannes Leimena.jpg,https://id.wikipedia.org/wiki/Johannes Leimena
LeonardusBenyaminMoerdani,http://commons.wikimedia.org/wiki/Special:FilePath/Leonardus Benyamin Moerdani.jpg,https://id.wikipedia.org/wiki/Leonardus Benyamin Moerdani
InayahWulandari,http://commons.wikimedia.org/wiki/Special:FilePath/Inaya Wahid (cropped).jpg,https://id.wikipedia.org/wiki/Inayah Wulandari
ChaerulPermataCita,http://commons.wikimedia.org/wiki/Special:FilePath/default.png,
AlwinArifin,http://commons.wikimedia.org/wiki/Special:FilePath/default.png,https://id.wikipedia.org/wiki/Alwin Arifin
TeukuMohammadHamzahThayeb,"http://commons.wikimedia.org/wiki/Special:FilePath/T. M. Hamzah Thayeb, Indonesian Ambassador to Australia.jpg",https://id.wikipedia.org/wiki/Teuku Mohammad Hamzah Thayeb
DianIslamiati,http://commons.wikimedia.org/wiki/Special:FilePath/default.png,
KristianiHerrawati,http://commons.wikimedia.org/wiki/Special:FilePath/Ani Yudhoyono 2009.jpg,https://id.wikipedia.org/wiki/Kristiani Herrawati
IrmanGusman,http://commons.wikimedia.org/wiki/Special:FilePath/Irman Gusman1.jpg,https://id.wikipedia.org/wiki/Irman Gusman
RusliHalil,http://commons.wikimedia.org/wiki/Special:FilePath/Haji Rusli Halil.jpg,https://id.wikipedia.org/wiki/Rusli Halil
HannibalKhadafi,http://commons.wikimedia.org/wiki/Special:FilePath/default.png,https://id.wikipedia.org/wiki/Hannibal Khadafi
KuntoAriefWibowo,http://commons.wikimedia.org/wiki/Special:FilePath/default.png,
AhmadHanafiRais,http://commons.wikimedia.org/wiki/Special:FilePath/Ahmad Hanafi Rais.jpg,https://id.wikipedia.org/wiki/Ahmad Hanafi Rais
MochtarKusumaatmadja,http://commons.wikimedia.org/wiki/Special:FilePath/Mochtar Kusumaatmadja (1978).jpg,https://id.wikipedia.org/wiki/Mochtar Kusumaatmadja
YuliaSaprita,http://commons.wikimedia.org/wiki/Special:FilePath/default.png,
PuanMaharani,"http://commons.wikimedia.org/wiki/Special:FilePath/Puan Maharani, Ketua DPR RI.jpg",https://id.wikipedia.org/wiki/Puan Maharani
BambangPurwanto,http://commons.wikimedia.org/wiki/Special:FilePath/default.png,
MandiraIsman,http://commons.wikimedia.org/wiki/Special:FilePath/default.png,
IndroyonoSoesilo,http://commons.wikimedia.org/wiki/Special:FilePath/Kabinet Kerja Indroyono Soesilo.jpg,https://id.wikipedia.org/wiki/Indroyono Soesilo
Stephen,http://commons.wikimedia.org/wiki/Special:FilePath/St-stephen.jpg,https://id.wikipedia.org/wiki/Stefanus
DipoLatief,http://commons.wikimedia.org/wiki/Special:FilePath/default.png,https://id.wikipedia.org/wiki/Dipo Latief
HashimSujonoDjojohadikusumo,http://commons.wikimedia.org/wiki/Special:FilePath/RM Margono Djojohadikusumo.jpg,https://id.wikipedia.org/wiki/Hashim Djojohadikusumo
HarrySantoso,http://commons.wikimedia.org/wiki/Special:FilePath/default.png,
RajaSaptaOktohari,"http://commons.wikimedia.org/wiki/Special:FilePath/20230307 - NOC - Kongres Luar Biasa NOC Indonesia 2023; Pembukaan & Penutupan di Ballroom Hotel Fairmont, Jakarta -95.jpg",https://id.wikipedia.org/wiki/Raja Sapta Oktohari
OesmanSaptaOdang,http://commons.wikimedia.org/wiki/Special:FilePath/Oesman Sapta Odang Official Portrait.jpg,https://id.wikipedia.org/wiki/Oesman Sapta Odang
DewiAsmara,http://commons.wikimedia.org/wiki/Special:FilePath/Anggota DPR Dewi Asmara.jpg,https://id.wikipedia.org/wiki/Dewi Asmara
AgusIsrokMikroj,http://commons.wikimedia.org/wiki/Special:FilePath/Colonel Agus Isrok Miroj.webp,https://id.wikipedia.org/wiki/Agus Isrok Mikroj
SubagyoHadiSiswoyo,http://commons.wikimedia.org/wiki/Special:FilePath/Jenderal TNI Subagyo HS.png,https://id.wikipedia.org/wiki/Subagyo Hadi Siswoyo
GuruhSoekarnoputra,http://commons.wikimedia.org/wiki/Special:FilePath/GuruhSukarno (crop).jpg,https://id.wikipedia.org/wiki/Guruh Soekarnoputra
SukmawatiSoekarnoputri,"http://commons.wikimedia.org/wiki/Special:FilePath/Sukarno and family, Bung Karno Penjambung Lidah Rakjat 240.jpg",https://id.wikipedia.org/wiki/Sukmawati Soekarnoputri
ZekeKhaseli,http://commons.wikimedia.org/wiki/Special:FilePath/default.png,https://id.wikipedia.org/wiki/Zeke Khaseli
