a,type,label,wiki
http://127.0.0.1:3333/wikipediaPertempuranHendersonField,http://semanticweb.cs.vu.nl/2009/11/sem/View,wikipedia Pertempuran Henderson Field,
http://127.0.0.1:3333/wikipediaPerangAcehI,http://semanticweb.cs.vu.nl/2009/11/sem/View,wikipedia Perang Aceh I,
http://127.0.0.1:3333/wikipediaPerangPattimura,http://semanticweb.cs.vu.nl/2009/11/sem/View,wikipedia Perang Pattimura,
http://127.0.0.1:3333/wikipediaEkspedisiLampongse,http://semanticweb.cs.vu.nl/2009/11/sem/View,wikipedia Ekspedisi Lampongse,
http://127.0.0.1:3333/wikipediaPerangAcehII,http://semanticweb.cs.vu.nl/2009/11/sem/View,wikipedia Perang Aceh II,
http://127.0.0.1:3333/wikipediaPertempuranFilipina194142,http://semanticweb.cs.vu.nl/2009/11/sem/View,wikipedia Pertempuran Filipina (1941-42),
http://127.0.0.1:3333/wikipediaPertempuranEdsonsRidge,http://semanticweb.cs.vu.nl/2009/11/sem/View,wikipedia Pertempuran Edson's Ridge,
http://127.0.0.1:3333/IGustiBagusWedaTarka,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,I Gusti Bagus Weda Tarka,
http://127.0.0.1:3333/IGustiAyuJelantik,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,I Gusti Ayu Jelantik,
http://127.0.0.1:3333/IGustiAyuMadeSasih,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,I Gusti Ayu Made Sasih,
http://127.0.0.1:3333/wikipediaPertempuranFilipina19411942,http://semanticweb.cs.vu.nl/2009/11/sem/View,wikipedia Pertempuran Filipina (1941-1942),
http://127.0.0.1:3333/TeukuRajaSulaiman,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Teuku Raja Sulaiman,
http://127.0.0.1:3333/TeukuBidin,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Teuku Bidin,
http://127.0.0.1:3333/CutMariyam,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Cut Mariyam,
http://127.0.0.1:3333/GBRAyHjRetnoWidanarni,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,GBRAy. Hj. Retno Widanarni,
http://127.0.0.1:3333/GBRAyRetnoMartani,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,GBRAy. Retno Martani,
http://127.0.0.1:3333/GBRAjRetnoPudjawati,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,GBRAj. Retno Pudjawati,
http://127.0.0.1:3333/GBRAyRetnoSewayani,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,GBRAy. Retno Sewayani,
http://127.0.0.1:3333/CutSjak,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Cut Sjak,
http://127.0.0.1:3333/GPHIndrokusumo,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,GPH. Indrokusumo,
http://127.0.0.1:3333/GPHHTjondrokusumo,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,GPH. H. Tjondrokusumo,
http://127.0.0.1:3333/GBRAyRetnoSuskamdani,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,GBRAy. Retno Suskamdani,
http://127.0.0.1:3333/GPHSongkokusumo,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,GPH. Songkokusumo,
http://127.0.0.1:3333/GPHHarioHarimurti,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,GPH Hario Harimurti,
http://127.0.0.1:3333/GBRAyRetnoRukmini,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,GBRAy. Retno Rukmini,
http://127.0.0.1:3333/CutGambang,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Cut Gambang,
http://127.0.0.1:3333/CutTeungoh,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Cut Teungoh,
http://127.0.0.1:3333/TeukuSapeh,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Teuku Sapeh,
http://127.0.0.1:3333/GPHGondhokusumo,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,GPH. Gondhokusumo,
http://127.0.0.1:3333/IrGPHHProbokusumo,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Ir. GPH. H. Probokusumo,
http://127.0.0.1:3333/GPHAnglingkusumo,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,GPH. Anglingkusumo,
http://127.0.0.1:3333/GPHAmbarkusumo,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,GPH. Ambarkusumo,
http://127.0.0.1:3333/GBRAyRetnoSundari,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,GBRAy. Retno Sundari,
http://127.0.0.1:3333/GPHWijoyokusumo,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,GPH. Wijoyokusumo,
http://127.0.0.1:3333/GPHNdoyokusumo,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,GPH. Ndoyokusumo,
http://127.0.0.1:3333/RMWijosenoHarioBimo,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,RM Wijoseno Hario Bimo,
http://127.0.0.1:3333/GPHKusumodilogo,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,GPH Kusumodilogo,
http://127.0.0.1:3333/PakuAlamIX,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Paku Alam IX,
http://127.0.0.1:3333/OeiTheLong,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Oei The Long,
http://127.0.0.1:3333/RadenAjengPatrawijaya,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Raden Ajeng Patrawijaya,
http://127.0.0.1:3333/DemangBeber,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Demang Beber,
http://127.0.0.1:3333/TeukuBenAbbas,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Teuku Ben Abbas,
http://127.0.0.1:3333/RetnoPuspitaMandarwatiKusumawardhani,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Retno Puspita Mandarwati Kusumawardhani,
http://127.0.0.1:3333/DyahRenggowatiRetnoPuasaSetyawatiKusumodewi,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Dyah Renggowati Retno Puasa Setyawati Kusumodewi,
http://127.0.0.1:3333/RetnoSetyobomaSavitriKusumoputri,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Retno Setyoboma Savitri Kusumoputri,
http://127.0.0.1:3333/Batalyon328Kostrad,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Batalyon 328 Kostrad,
http://127.0.0.1:3333/Pesindo,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Pesindo,
http://127.0.0.1:3333/wargasipilIndonesia,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,warga sipil Indonesia,
http://127.0.0.1:3333/wikipediaPemberontakanPKI1948,http://semanticweb.cs.vu.nl/2009/11/sem/View,wikipedia Pemberontakan PKI 1948,
http://127.0.0.1:3333/PBI,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,PBI,
http://127.0.0.1:3333/PSI,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,PSI,
http://127.0.0.1:3333/PKI,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,PKI,
http://127.0.0.1:3333/SOBSI,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,SOBSI,
http://127.0.0.1:3333/PemudaPancasila,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Pemuda Pancasila,
http://127.0.0.1:3333/PasukanJihad,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Pasukan Jihad,
http://127.0.0.1:3333/CNRM,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,CNRM,
http://127.0.0.1:3333/Kuba,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Kuba,
http://127.0.0.1:3333/RepublikSovietIndonesia,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Republik Soviet Indonesia,
http://127.0.0.1:3333/AbdulkadirAliAlhabsyi,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Abdulkadir Ali Alhabsyi,
http://127.0.0.1:3333/wikipediaPengebomanBorobudur1985,http://semanticweb.cs.vu.nl/2009/11/sem/View,wikipedia Pengeboman Borobudur 1985,
http://127.0.0.1:3333/Spanyol,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Spanyol,
http://127.0.0.1:3333/Korem132Tadulako,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Korem 132 Tadulako,
http://127.0.0.1:3333/wikipediaPeristiwa19Agustus1966,http://semanticweb.cs.vu.nl/2009/11/sem/View,wikipedia Peristiwa 19 Agustus 1966,
http://127.0.0.1:3333/MassapelajardanmahasiswadiBandung,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Massa pelajar dan mahasiswa di Bandung,
http://127.0.0.1:3333/ElemenMasyarakatKotaBandungyangmasihProBungKarno,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Elemen Masyarakat Kota Bandung yang masih Pro Bung Karno,
http://127.0.0.1:3333/LaskarKristus,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Laskar Kristus,
http://127.0.0.1:3333/BrigadeManguni,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Brigade Manguni,
http://127.0.0.1:3333/KelelawarHitam,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Kelelawar Hitam,
http://127.0.0.1:3333/LaskarMujahidah,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Laskar Mujahidah,
http://127.0.0.1:3333/TentaraNasionalKalimantanUtara,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Tentara Nasional Kalimantan Utara,
http://127.0.0.1:3333/Swedia,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Swedia,
http://127.0.0.1:3333/PSTT,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,PSTT,
http://127.0.0.1:3333/UDT,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,UDT,
http://127.0.0.1:3333/PasukanMerah,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Pasukan Merah,
http://127.0.0.1:3333/PemerintahanSipilHindiaBelanda,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Pemerintahan Sipil Hindia Belanda,
http://127.0.0.1:3333/KekaisaranBritania,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Kekaisaran Britania,
http://127.0.0.1:3333/KemaharajaanBritaniaIndia,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Kemaharajaan Britania India,
http://127.0.0.1:3333/wikipediaPembantaianBeutongAteueh,http://semanticweb.cs.vu.nl/2009/11/sem/View,wikipedia Pembantaian Beutong Ateueh,
http://127.0.0.1:3333/Korem011Lilawangsa,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Korem 011/Lilawangsa,
http://127.0.0.1:3333/LaskarInngBal,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Laskar Inöng Balè,
http://127.0.0.1:3333/HuseinAliAlhabsyi,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Husein Ali Alhabsyi,
http://127.0.0.1:3333/MohammadJawad,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Mohammad Jawad,
http://127.0.0.1:3333/PDRI,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,PDRI,
http://127.0.0.1:3333/PRRI,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,PRRI,
http://127.0.0.1:3333/UmatKatolikTimorTimur,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Umat Katolik Timor Timur,
http://127.0.0.1:3333/wikipediaPembakaranPlazaSentralKlender,http://semanticweb.cs.vu.nl/2009/11/sem/View,wikipedia Pembakaran Plaza Sentral Klender,
http://127.0.0.1:3333/WargamuslimTanjungPriok,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Warga muslim Tanjung Priok,
http://127.0.0.1:3333/Jerman,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Jerman,
http://127.0.0.1:3333/PKKU,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,PKKU,
http://127.0.0.1:3333/wikipediaPengebomanMasjidNurulIman1976,http://semanticweb.cs.vu.nl/2009/11/sem/View,wikipedia Pengeboman Masjid Nurul Iman 1976,
http://127.0.0.1:3333/PRB,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,PRB,
http://127.0.0.1:3333/PersemakmuranBangsaBangsa,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Persemakmuran Bangsa-Bangsa,
http://127.0.0.1:3333/LaskarMujahidin,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Laskar Mujahidin,
http://127.0.0.1:3333/PasukanKuning,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Pasukan Kuning,
http://127.0.0.1:3333/Mesir,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Mesir,
http://127.0.0.1:3333/ResimenTjakrabirawa,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Resimen Tjakrabirawa,
http://127.0.0.1:3333/PemerintahOrdeBaru,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Pemerintah Orde Baru,
http://127.0.0.1:3333/PendukungMegawatiSoekarnoputri,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Pendukung Megawati Soekarnoputri,
http://127.0.0.1:3333/WargaTimorTimur,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Warga Timor Timur,
http://127.0.0.1:3333/wikipediaPembantaianSantaCruz,http://semanticweb.cs.vu.nl/2009/11/sem/View,wikipedia Pembantaian Santa Cruz,
http://127.0.0.1:3333/AbanganJawa,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Abangan Jawa,
http://127.0.0.1:3333/BadanIntelijenNegaraIndonesia,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Badan Intelijen Negara Indonesia,
http://127.0.0.1:3333/Slowakia,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Slowakia,
http://127.0.0.1:3333/LobiJakarta,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Lobi Jakarta,
http://127.0.0.1:3333/KemaharajaanBritania,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Kemaharajaan Britania,
http://127.0.0.1:3333/wikipediaPendudukanIndonesiaatasTimorTimur,http://semanticweb.cs.vu.nl/2009/11/sem/View,wikipedia Pendudukan Indonesia atas Timor Timur,
http://127.0.0.1:3333/TentaraNasionalAceh,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Tentara Nasional Aceh,
http://127.0.0.1:3333/wikipediaPenculikanaktivis19971998,http://semanticweb.cs.vu.nl/2009/11/sem/View,wikipedia Penculikan aktivis 1997/1998,
http://127.0.0.1:3333/TentaraIndia,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Tentara India,
http://127.0.0.1:3333/wikipediaInsidenPenembakanTimika1996,http://semanticweb.cs.vu.nl/2009/11/sem/View,wikipedia Insiden Penembakan Timika 1996,
http://127.0.0.1:3333/MahasiswaIndonesiadanmasyarakatmiskinperkotaan,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Mahasiswa Indonesia dan masyarakat miskin perkotaan,
http://127.0.0.1:3333/LegiunRatuAdil,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Legiun Ratu Adil,
http://127.0.0.1:3333/wikipediaPembantaiandiIndonesia19651966,http://semanticweb.cs.vu.nl/2009/11/sem/View,wikipedia Pembantaian di Indonesia 1965–1966,
http://127.0.0.1:3333/LetjenTNIPurnHotmangarajaPanjaitan,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Letjen TNI (Purn.) Hotmangaraja Panjaitan,
http://127.0.0.1:3333/FebrioAriyoAtmojoWibowo,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Febrio Ariyo Atmojo Wibowo,
http://127.0.0.1:3333/NoviantoPrakoso,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Novianto Prakoso,
http://127.0.0.1:3333/LetjenTNIAgusWidjojo,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Letjen TNI Agus Widjojo,
http://127.0.0.1:3333/HandaraPutriIsman,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Handara Putri Isman,
http://127.0.0.1:3333/NunukIndrinuswati,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Nunuk Indrinuswati,
http://127.0.0.1:3333/VitaAriavita,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Vita Ariavita,
http://127.0.0.1:3333/VedaAmritha,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Veda Amritha,
http://127.0.0.1:3333/Milad,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Milad,
http://127.0.0.1:3333/MuammarKhadafi,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Muammar Khadafi,
http://127.0.0.1:3333/PutriAryantiHaryoWibowo,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Putri Aryanti Haryo Wibowo,
http://127.0.0.1:3333/RahmatSampurna,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Rahmat Sampurna,
http://127.0.0.1:3333/MFacrelArdafa,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,M. Facrel Ardafa,
http://127.0.0.1:3333/SitiSuwandari,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Siti Suwandari,
http://127.0.0.1:3333/BataraImanuelSirait,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Batara Imanuel Sirait,
http://127.0.0.1:3333/MarsdyaTNIPurnKisendaWiranata,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Marsdya TNI (Purn.) Kisenda Wiranata,
http://127.0.0.1:3333/Adrian,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Adrian,
http://127.0.0.1:3333/AlikaDibyantaViartiTuwo,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Alika Dibyanta Viarti Tuwo,
http://127.0.0.1:3333/SriJulianti,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Sri Julianti,
http://127.0.0.1:3333/AndiAzharCakraWijaya,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Andi Azhar Cakra Wijaya,
http://127.0.0.1:3333/DaanRizal,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Daan Rizal,
http://127.0.0.1:3333/HarrySuharnokoHarbani,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Harry Suharnoko Harbani,
http://127.0.0.1:3333/YessyRianaDilliyanti,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Yessy Riana Dilliyanti,
http://127.0.0.1:3333/PontjoSutowo,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Pontjo Sutowo,
http://127.0.0.1:3333/KemalMahisa,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Kemal Mahisa,
http://127.0.0.1:3333/KisanoAlamWiranatakusumah,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Kisano Alam Wiranatakusumah,
http://127.0.0.1:3333/WiwiekDwiJudajati,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Wiwiek Dwi Judajati,
http://127.0.0.1:3333/AuraAriaGutawa,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Aura Aria Gutawa,
http://127.0.0.1:3333/AchmadIngemarLaguna,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Achmad Ingemar Laguna,
http://127.0.0.1:3333/RezanadesMohammad,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Rezanades Mohammad,
http://127.0.0.1:3333/Sugiyonopolitikus,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Sugiyono (politikus),
http://127.0.0.1:3333/AmiGumelar,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Ami Gumelar,
http://127.0.0.1:3333/AliEbram,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Ali Ebram,
http://127.0.0.1:3333/DennySuryo,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Denny Suryo,
http://127.0.0.1:3333/AndiMuhammadSuryaWijaya,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Andi Muhammad Surya Wijaya,
http://127.0.0.1:3333/MelindaPriharum,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Melinda Priharum,
http://127.0.0.1:3333/TjutRiskafemia,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Tjut Riskafemia,
http://127.0.0.1:3333/KemalHidayat,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Kemal Hidayat,
http://127.0.0.1:3333/AstridTanjung,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Astrid Tanjung,
http://127.0.0.1:3333/IrawanSuraEddy,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Irawan Sura Eddy,
http://127.0.0.1:3333/AlstonSalim,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Alston Salim,
http://127.0.0.1:3333/AryoRahayuIndra,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Aryo Rahayu Indra,
http://127.0.0.1:3333/MarahLaut,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Marah Laut,
http://127.0.0.1:3333/JibrilianAmel,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Jibrilian Amel,
http://127.0.0.1:3333/PriscillaHornay,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Priscilla Hornay,
http://127.0.0.1:3333/TeukuRenaldi,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Teuku Renaldi,
http://127.0.0.1:3333/MutassimKhadafi,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Mutassim Khadafi,
http://127.0.0.1:3333/SriSulaksmiDamayanti,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Sri Sulaksmi Damayanti,
http://127.0.0.1:3333/NinukMardianaPambudy,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Ninuk Mardiana Pambudy,
http://127.0.0.1:3333/ShafaSabilaFadliZara,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Shafa Sabila Fadli Zara,
http://127.0.0.1:3333/RagowoHediprasetyoDjojohadikoesoemo,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Ragowo Hediprasetyo Djojohadikoesoemo,
http://127.0.0.1:3333/AyuGembirowati,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Ayu Gembirowati,
http://127.0.0.1:3333/SriWulandari,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Sri Wulandari ,
http://127.0.0.1:3333/InayatiDzilIzzati,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Inayati Dzil Izzati,
http://127.0.0.1:3333/ErlanggaSuryadarma,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Erlangga Suryadarma,
http://127.0.0.1:3333/IkarFatahillah,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Ikar Fatahillah,
http://127.0.0.1:3333/AllaKhairi,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Alla Khairi,
http://127.0.0.1:3333/EvacSMintaredja,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Evac S Mintaredja,
http://127.0.0.1:3333/LuckyAliMoerfiqin,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Lucky Ali Moerfiqin,
http://127.0.0.1:3333/BarotoJokoNugroho,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Baroto Joko Nugroho,
http://127.0.0.1:3333/RatnaJuami,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Ratna Juami,
http://127.0.0.1:3333/IndraIdris,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Indra Idris,
http://127.0.0.1:3333/MuhammadHaikalBawazier,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Muhammad Haikal Bawazier,
http://127.0.0.1:3333/AbdulHarielNasution,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Abdul Hariel Nasution,
http://127.0.0.1:3333/KrisnawatiPurwaningrum,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Krisnawati Purwaningrum,
http://127.0.0.1:3333/RennyYosnitaAriyanti,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Renny Yosnita Ariyanti,
http://127.0.0.1:3333/ThariqKemal,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Thariq Kemal,
http://127.0.0.1:3333/PuteriModiyanti,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Puteri Modiyanti,
http://127.0.0.1:3333/DoddyKatamsi,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Doddy Katamsi,
http://127.0.0.1:3333/RetnoCahyaningtyas,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Retno Cahyaningtyas,
http://127.0.0.1:3333/AndiFitriIndrayani,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Andi Fitri Indrayani,
http://127.0.0.1:3333/AntarYumaTulisaWiranatakusumah,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Antar Yuma Tulisa Wiranatakusumah,
http://127.0.0.1:3333/RatnaKatamsi,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Ratna Katamsi,
http://127.0.0.1:3333/YusufTanjung,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Yusuf Tanjung,
http://127.0.0.1:3333/MiraSalim,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Mira Salim,
http://127.0.0.1:3333/KrisnaMurthy,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Krisna Murthy,
http://127.0.0.1:3333/AnonBadariah,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Anon Badariah,
http://127.0.0.1:3333/IndrawanBudiPrasetyo,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Indrawan Budi Prasetyo,
http://127.0.0.1:3333/SashaKarinaTutupoly,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Sasha Karina Tutupoly,
http://127.0.0.1:3333/NenengAmaliaDendawacana,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Neneng Amalia Dendawacana,
http://127.0.0.1:3333/NoerNittaNazyra,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,NoerNitta Nazyra,
http://127.0.0.1:3333/DavidPandjaitan,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,David Pandjaitan,
http://127.0.0.1:3333/FenellaHornay,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Fenella Hornay,
http://127.0.0.1:3333/HariIndraUtama,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Hari Indra Utama,
http://127.0.0.1:3333/SarahSuciAliciaSitompul,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Sarah Suci Alicia Sitompul,
http://127.0.0.1:3333/IGustiNgurahAlitYudha,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,I Gusti Ngurah Alit Yudha,
http://127.0.0.1:3333/ChristianHuseinSitompul,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Christian Husein Sitompul,
http://127.0.0.1:3333/GianPutraWirjawan,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Gian Putra Wirjawan,
http://127.0.0.1:3333/MaxiHidayat,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Maxi Hidayat,
http://127.0.0.1:3333/AnandaKertaIranaWibowo,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Ananda Kerta Irana Wibowo,
http://127.0.0.1:3333/HarrisAliMoerfi,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Harris Ali Moerfi,
http://127.0.0.1:3333/RomaSophiaan,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Roma Sophiaan,
http://127.0.0.1:3333/WiratamaHadiRachmanto,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Wiratama Hadi Rachmanto,
http://127.0.0.1:3333/RonaldoGuterres,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Ronaldo Guterres,
