a,type,label,wiki
http://127.0.0.1:3333/SKTrimurti,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,S.K. Trimurti,
http://127.0.0.1:3333/AbdullahSyafiiGAM,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Abdullah Syafi'i (GAM),
http://127.0.0.1:3333/RobertusSanyoto,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Robertus Sanyoto,
http://127.0.0.1:3333/RadenMasSewaka,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Raden Mas Sewaka,
http://127.0.0.1:3333/SHSimatupang,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,S.H. Simatupang,
http://127.0.0.1:3333/FrontRevolusiIndependenTimorLeste,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Front Revolusi Independen Timor Leste,
http://127.0.0.1:3333/Soetedjoakademisi,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Soetedjo (akademisi),
http://127.0.0.1:3333/KomandoDaerahMiliterIBukitBarisan,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Komando Daerah Militer I/Bukit Barisan,
http://127.0.0.1:3333/PasukanInternasionalTimorTimur,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Pasukan Internasional Timor Timur,
http://127.0.0.1:3333/RadenSjamsoeddin,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Raden Sjamsoeddin,
http://127.0.0.1:3333/KomandoDaerahMiliterXIVHasanuddin,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Komando Daerah Militer XIV/Hasanuddin,
http://127.0.0.1:3333/AjitSingh,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Ajit Singh,
http://127.0.0.1:3333/KomandoDaerahMiliterXVIICenderawasih,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Komando Daerah Militer XVII/Cenderawasih,
http://127.0.0.1:3333/PartaiKatolikIndonesia,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Partai Katolik (Indonesia),
http://127.0.0.1:3333/KeresidenanBanten,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Keresidenan Banten,
http://127.0.0.1:3333/PartaiDemokrasiRakyatIndonesia,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Partai Demokrasi Rakyat Indonesia,
http://127.0.0.1:3333/AngkatanBersenjataPembebasanNasionalTimorTimur,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Angkatan Bersenjata Pembebasan Nasional Timor Timur,
http://127.0.0.1:3333/KomandoDaerahMiliterVBrawijaya,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Komando Daerah Militer V/Brawijaya,
http://127.0.0.1:3333/AwaloedinDjamin,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Awaloedin Djamin,
http://127.0.0.1:3333/Soerjadihakim,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Soerjadi (hakim),
http://127.0.0.1:3333/AriWibowo,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Ari Wibowo,
http://127.0.0.1:3333/ToyibHadiwijaya,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Toyib Hadiwijaya,
http://127.0.0.1:3333/PartaiPatriotIndonesia,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Partai Patriot (Indonesia),
http://127.0.0.1:3333/PartaiIkatanPendukungKemerdekaanIndonesia,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Partai Ikatan Pendukung Kemerdekaan Indonesia,
http://127.0.0.1:3333/MungParhadimulyo,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Mung Parhadimulyo,
http://127.0.0.1:3333/MJusuf,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,M. Jusuf,
http://127.0.0.1:3333/KomandoDaerahMiliterIISriwijaya,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Komando Daerah Militer II/Sriwijaya,
http://127.0.0.1:3333/SosialisInternasional,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Sosialis Internasional,
http://127.0.0.1:3333/Soerjadimiliter,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Soerjadi (militer),
http://127.0.0.1:3333/MohammadNazir,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Mohammad Nazir,
http://127.0.0.1:3333/AdministrasiSementaraPBBdiTimorTimur,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Administrasi Sementara PBB di Timor Timur,
http://127.0.0.1:3333/Soekardi,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Soekardi,
http://127.0.0.1:3333/Soegiartomiliter,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Soegiarto (militer),
http://127.0.0.1:3333/PartaiBuruhIndonesia,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Partai Buruh Indonesia,
http://127.0.0.1:3333/RSoepraptopahlawanrevolusi,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,R. Soeprapto (pahlawan revolusi),
http://127.0.0.1:3333/LukmanHakimbirokrat,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Lukman Hakim (birokrat),
http://127.0.0.1:3333/ProfDrSoemitroDjojohadikusumo,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Prof. Dr. Soemitro Djojohadikusumo,
http://127.0.0.1:3333/SutanPangeranBaharsyah,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Sutan Pangeran Baharsyah,
http://127.0.0.1:3333/SitiMurin,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Siti Murin,
http://127.0.0.1:3333/SimonSimatupang,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Simon Simatupang,
http://127.0.0.1:3333/AsnahHamid,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Asnah Hamid,
http://127.0.0.1:3333/SitiKholilah,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Siti Kholilah,
http://127.0.0.1:3333/HajiAbdullah,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Haji Abdullah,
http://127.0.0.1:3333/KatharinabrPanjaitan,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Katharina br. Panjaitan,
http://127.0.0.1:3333/MarhusaPanggabean,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Marhusa Panggabean,
http://127.0.0.1:3333/CikMenyelara,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Cik Menyelara,
http://127.0.0.1:3333/IGustiNyomanRaka,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,I Gusti Nyoman Raka,
http://127.0.0.1:3333/HiraTettyYoga,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Hira Tetty Yoga,
http://127.0.0.1:3333/BagusYogaNandita,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Bagus Yoga Nandita,
http://127.0.0.1:3333/SalimMutahar,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Salim Mutahar,
http://127.0.0.1:3333/Kertosoediro,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Kertosoediro,
http://127.0.0.1:3333/Sumilah,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Sumilah,
http://127.0.0.1:3333/Partiprawiro,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Partiprawiro,
http://127.0.0.1:3333/LiemGimTo,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Liem Gim To,
http://127.0.0.1:3333/SalehMangoendiningrat,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Saleh Mangoendiningrat,
http://127.0.0.1:3333/MochamadIyas,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Mochamad Iyas,
http://127.0.0.1:3333/RASuhardaniArifin,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,R.A Suhardani Arifin,
http://127.0.0.1:3333/SitiKatoemiWirodihardjo,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Siti Katoemi Wirodihardjo,
http://127.0.0.1:3333/RadenHadjiAhmadJuwaeni,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Raden Hadji Ahmad Juwaeni,
http://127.0.0.1:3333/JoyceTheresiaPamelaKohler,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Joyce Theresia Pamela Kohler,
http://127.0.0.1:3333/ElizabethOctavianus,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Elizabeth Octavianus,
http://127.0.0.1:3333/JosephMooy,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Joseph Mooy,
http://127.0.0.1:3333/SitiSholehah,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Siti Sholehah,
http://127.0.0.1:3333/Sumini,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Sumini,
http://127.0.0.1:3333/KanjengPangeranAdipatiSoejonoHandajaningrat,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Kanjeng Pangeran Adipati Soejono Handajaningrat,
http://127.0.0.1:3333/RNgDuryatSastroamidjojo,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,R.Ng. Duryat Sastroamidjojo,
http://127.0.0.1:3333/RAyKustiahDanuningrat,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,R.Ay. Kustiah Danuningrat,
http://127.0.0.1:3333/LieKimNio,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Lie Kim Nio,
http://127.0.0.1:3333/MohammadAdnan,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Mohammad Adnan,
http://127.0.0.1:3333/KRAyHatmantiHatmohoedojo,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,K. R. Ay. Hatmanti Hatmohoedojo,
http://127.0.0.1:3333/KPHSoemoharjomo,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,K. P. H Soemoharjomo,
http://127.0.0.1:3333/EddyAbdulManaf,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Eddy Abdul Manaf,
http://127.0.0.1:3333/PhilipFrederikLaurensSigar,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Philip Frederik Laurens Sigar,
http://127.0.0.1:3333/CornelieEmelieMaengkom,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Cornelie Emelie Maengkom,
http://127.0.0.1:3333/TjoaGimJongNio,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Tjoa Gim Jong Nio,
http://127.0.0.1:3333/SjahrirMulyoUtomo,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Sjahrir Mulyo Utomo,
http://127.0.0.1:3333/Lasmiati,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Lasmiati,
http://127.0.0.1:3333/HjRoosniahNasution,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Hj. Roosniah Nasution,
http://127.0.0.1:3333/SitiKhadijah,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Siti Khadijah,
http://127.0.0.1:3333/Mahmodin,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Mahmodin,
http://127.0.0.1:3333/SitiFatimatulZahra,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Siti Fatimatul Zahra,
http://127.0.0.1:3333/CutNyakZainab,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Cut Nyak Zainab,
http://127.0.0.1:3333/SudalmijahSuhudRais,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Sudalmijah Suhud Rais,
http://127.0.0.1:3333/Nursiah,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Nursiah,
http://127.0.0.1:3333/MinabrSibuea,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Mina br. Sibuea,
http://127.0.0.1:3333/ElisabethWilhemminaHenketSahusilawane,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Elisabeth Wilhemmina Henket-Sahusilawane,
http://127.0.0.1:3333/SoekotjoJoedhojono,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Soekotjo Joedhojono,
http://127.0.0.1:3333/AbinabrSiburian,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Abina br. Siburian,
http://127.0.0.1:3333/JulianusSiregar,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Julianus Siregar,
http://127.0.0.1:3333/HAchmadBakrie,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,H. Achmad Bakrie,
http://127.0.0.1:3333/HOSCokroaminoto,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,H.O.S. Cokroaminoto,
http://127.0.0.1:3333/BerlianSurtaniPanggabean,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Berlian Surtani Panggabean,
http://127.0.0.1:3333/Tjitrodihardjo,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Tjitrodihardjo,
http://127.0.0.1:3333/SibylleOllmann,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Sibylle Ollmann,
http://127.0.0.1:3333/Kalla,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Kalla,
http://127.0.0.1:3333/ErnaSoedaryatiSoekardi,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Erna Soedaryati Soekardi,
http://127.0.0.1:3333/AndiMurniati,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Andi Murniati,
http://127.0.0.1:3333/JanimarKamili,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Janimar Kamili,
http://127.0.0.1:3333/SunarmiJunus,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Sunarmi Junus,
http://127.0.0.1:3333/AdolfLaurensTutupoly,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Adolf Laurens Tutupoly,
http://127.0.0.1:3333/ZonHarjo,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Zon Harjo,
http://127.0.0.1:3333/EllydaYatim,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Ellyda Yatim,
http://127.0.0.1:3333/Soekirah,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Soekirah,
http://127.0.0.1:3333/SriEliza,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Sri Eliza,
http://127.0.0.1:3333/WidjiatnoNotomihardjo,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Widjiatno Notomihardjo,
http://127.0.0.1:3333/SurtanibrPanggabean,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Surtani br. Panggabean,
http://127.0.0.1:3333/JeroRatnaKusuma,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Jero Ratna Kusuma,
http://127.0.0.1:3333/EnusJunus,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Enus Junus,
http://127.0.0.1:3333/RooslilabrSimanjuntak,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Rooslila br. Simanjuntak,
http://127.0.0.1:3333/MariaGeertruidaStier,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Maria Geertruida Stier,
http://127.0.0.1:3333/BonarPandjaitan,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Bonar Pandjaitan,
http://127.0.0.1:3333/SitiFridaNaiborhu,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Siti Frida Naiborhu,
http://127.0.0.1:3333/SitiHabibah,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Siti Habibah,
http://127.0.0.1:3333/SunartiSriHadiyah,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Sunarti Sri Hadiyah,
http://127.0.0.1:3333/IlyasSimanjuntak,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Ilyas Simanjuntak,
http://127.0.0.1:3333/Isnadikin,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Isnadikin,
http://127.0.0.1:3333/HuseinKartasasmitaRatjihNatawidjaja,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Husein KartasasmitaRatjih Natawidjaja,
http://127.0.0.1:3333/MayjenTNIPurnMusannifRyacudu,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Mayjen TNI (Purn.) Musannif Ryacudu,
http://127.0.0.1:3333/UbaidDjuabedah,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Ubaid Djuabedah,
http://127.0.0.1:3333/TubagusIlyasAngkawidjaja,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Tubagus Ilyas Angkawidjaja,
http://127.0.0.1:3333/HumalaSitompul,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Humala Sitompul,
http://127.0.0.1:3333/RAZuharyah,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,R.A. Zuharyah,
http://127.0.0.1:3333/IlsyeAnekeRatnawati,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Ilsye Aneke Ratnawati,
http://127.0.0.1:3333/SudjiatmiNotomihardjo,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Sudjiatmi Notomihardjo,
http://127.0.0.1:3333/WibowoWirjodiprojo,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Wibowo Wirjodiprojo,
http://127.0.0.1:3333/MacDonald,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,MacDonald,
http://127.0.0.1:3333/YusofIshak,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Yusof Ishak,
http://127.0.0.1:3333/SKNingkan,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,S. K. Ningkan,
http://127.0.0.1:3333/RodneyMoore,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Rodney Moore,
http://127.0.0.1:3333/YassinAffandi,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Yassin Affandi,
http://127.0.0.1:3333/WalterWalker,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Walter Walker,
http://127.0.0.1:3333/EddyMartadinata,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Eddy Martadinata,
http://127.0.0.1:3333/Kartomo,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Kartomo,
http://127.0.0.1:3333/BertyLoupatty,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Berty Loupatty,
http://127.0.0.1:3333/CncioLopezdeCarvalho,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Câncio Lopez de Carvalho,
http://127.0.0.1:3333/AlexanderNanlohy,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Alexander Nanlohy,
http://127.0.0.1:3333/KaptenMemetSastrawiria,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Kapten Memet Sastrawiria,
http://127.0.0.1:3333/DeddyWoeryantono,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Deddy Woeryantono,
http://127.0.0.1:3333/DjasmanBasoOpu,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Djasman Baso Opu,
http://127.0.0.1:3333/ZainalAbidinIshak,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Zainal Abidin Ishak,
http://127.0.0.1:3333/AdnanArsal,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Adnan Arsal,
http://127.0.0.1:3333/JumuTuani,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Jumu Tuani,
http://127.0.0.1:3333/AbuBakarWahid,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Abu Bakar Wahid,
http://127.0.0.1:3333/ATvanSStachouwer,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,A. T. van S. Stachouwer,
http://127.0.0.1:3333/BuurmanVanVreeden,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Buurman Van Vreeden,
http://127.0.0.1:3333/HendrikvanOyen,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Hendrik van Oyen,
http://127.0.0.1:3333/AKWidjojoatmodjo,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,A.K. Widjojoatmodjo,
http://127.0.0.1:3333/AdelbertvanLangen,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Adelbert van Langen,
http://127.0.0.1:3333/KaptenTjiptadi,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Kapten Tjiptadi,
http://127.0.0.1:3333/KaptenWiratno,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Kapten Wiratno,
http://127.0.0.1:3333/KolonelSudomo,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Kolonel Sudomo,
http://127.0.0.1:3333/RizieqShihab,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Rizieq Shihab,
http://127.0.0.1:3333/HariMulyadi,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Hari Mulyadi,
http://127.0.0.1:3333/PierreAndreasTendean,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Pierre Andreas Tendean,
http://127.0.0.1:3333/MathiasWenda,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Mathias Wenda,
http://127.0.0.1:3333/BennyBetjara,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Benny Betjara,
http://127.0.0.1:3333/AgusWattimena,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Agus Wattimena,
http://127.0.0.1:3333/AlexManuputty,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Alex Manuputty,
http://127.0.0.1:3333/TonaasWangkoLendyWangke,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Tonaas Wangko Lendy Wangke,
http://127.0.0.1:3333/EnduMarsono,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Endu Marsono,
http://127.0.0.1:3333/KeriLaranSabalae,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Keri Laran Sabalae,
http://127.0.0.1:3333/EddyWibowo,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Eddy Wibowo,
http://127.0.0.1:3333/Meyer,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Meyer,
http://127.0.0.1:3333/JMvdBerge,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,J.M. v/d Berge,
http://127.0.0.1:3333/SallehBinSambas,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Salleh Bin Sambas,
http://127.0.0.1:3333/JeremyMoore,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Jeremy Moore,
http://127.0.0.1:3333/LBMurdani,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,L. B. Murdani,
http://127.0.0.1:3333/JoniBotak,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Joni Botak,
http://127.0.0.1:3333/CJvanWestenbrugge,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,C.J. van Westenbrugge,
http://127.0.0.1:3333/AjudanSiwabessy,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Ajudan Siwabessy,
http://127.0.0.1:3333/WAvanHeuven,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,W.A. van Heuven,
http://127.0.0.1:3333/PauloPereiraGuerreiro,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Paulo Pereira Guerreiro,
http://127.0.0.1:3333/DonaldIsaacPanjaitan,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Donald Isaac Panjaitan,
http://127.0.0.1:3333/AyahMuni,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Ayah Muni,
http://127.0.0.1:3333/ManueldeSousa,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Manuel de Sousa,
http://127.0.0.1:3333/WilliamHBeale,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,William H. Beale,
http://127.0.0.1:3333/AmirBiki,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Amir Biki,
http://127.0.0.1:3333/IvorHodgkinson,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Ivor Hodgkinson,
http://127.0.0.1:3333/WilliamBroderick,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,William Broderick,
http://127.0.0.1:3333/AjudanTahapary,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Ajudan Tahapary,
http://127.0.0.1:3333/DomingusSopacua,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Domingus Sopacua,
http://127.0.0.1:3333/PapuawilayahIndonesia,http://www.opengis.net/ont/geosparql#Feature,Papua (wilayah Indonesia),
http://127.0.0.1:3333/SungeiKoemba,http://www.opengis.net/ont/geosparql#Feature,Sungei Koemba,
http://127.0.0.1:3333/DistrikLiqui,http://www.opengis.net/ont/geosparql#Feature,Distrik Liquiçá,
http://127.0.0.1:3333/PlazaSentralKlenderJlIGustiNgurahRaiNo13DurenSawitJakartaTimurDKIJakarta,http://www.opengis.net/ont/geosparql#Feature,"Plaza Sentral Klender, Jl. I Gusti Ngurah Rai No. 13, Duren Sawit, Jakarta Timur, DKI Jakarta",
http://127.0.0.1:3333/JakartaIndonesia,http://www.opengis.net/ont/geosparql#Feature,"Jakarta, Indonesia",
http://127.0.0.1:3333/RayogaHediprasetyoDjojohadikusumo,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Rayoga Hediprasetyo Djojohadikusumo,
http://127.0.0.1:3333/LetjenTNIKuntoAriefWibowo,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Letjen TNI Kunto Arief Wibowo,
http://127.0.0.1:3333/RadenAyuMamowinoto,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Raden Ayu Mamowinoto,
http://127.0.0.1:3333/MSHidayat,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,M.S. Hidayat,
http://127.0.0.1:3333/RadenMasOemarSabibTjokrosoeprodjo,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Raden Mas Oemar Sabib Tjokrosoeprodjo,
http://127.0.0.1:3333/KyaiAgengKasanBesariII,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Kyai Ageng Kasan Besari II,
http://127.0.0.1:3333/HSupardi,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,H. Supardi,
http://127.0.0.1:3333/IrjenPolFirmanSantyabudi,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Irjen Pol. Firman Santyabudi,
http://127.0.0.1:3333/BennyChatib,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Benny Chatib,
http://127.0.0.1:3333/DylanSada,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Dylan Sada,
http://127.0.0.1:3333/OttemanIIIMahmudMaamun,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Otteman III Mahmud Ma'amun,
http://127.0.0.1:3333/RadenAyuTjokrodisoerjo,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Raden Ayu Tjokrodisoerjo,
http://127.0.0.1:3333/RadenAjuIstirahMohammadSoebari,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Raden Aju Istirah Mohammad Soebari,
http://127.0.0.1:3333/RadenMasOemarDjamanTjokroprawiro,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Raden Mas Oemar Djaman Tjokroprawiro,
http://127.0.0.1:3333/RadenMasAbikoesnoTjokrosoejoso,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Raden Mas AbikoesnoTjokrosoejoso,
http://127.0.0.1:3333/RadenMasPoerwadiTjokrosoedirjo,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Raden Mas Poerwadi Tjokrosoedirjo,
http://127.0.0.1:3333/RMTjokroamiseno,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,R.M. Tjokroamiseno,
http://127.0.0.1:3333/RadenAjengAdiati,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Raden Ajeng Adiati,
http://127.0.0.1:3333/RMMangoensoemo,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,R.M Mangoensoemo,
http://127.0.0.1:3333/RadenMasPoewoto,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Raden Mas Poewoto,
http://127.0.0.1:3333/RadenAdjengIstidjaTjokrosoedarmo,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,Raden Adjeng Istidja Tjokrosoedarmo,
