iri,id
wikipediaPertempuranLengkong,http://commons.wikimedia.org/wiki/Special:FilePath/default.png,https://id.wikipedia.org/wiki/Pertempuran Lengkong
wikipediaPeristiwa19November,http://commons.wikimedia.org/wiki/Special:FilePath/default.png,https://id.wikipedia.org/wiki/Peristiwa 19 November
wikipediaPertempuranMedanArea,http://commons.wikimedia.org/wiki/Special:FilePath/default.png,https://id.wikipedia.org/wiki/Pertempuran Medan Area
wikipediaPertempuranKumai,http://commons.wikimedia.org/wiki/Special:FilePath/default.png,https://id.wikipedia.org/wiki/Pertempuran Kumai
wikipediaPertempuranLimaHari,http://commons.wikimedia.org/wiki/Special:FilePath/default.png,https://id.wikipedia.org/wiki/Pertempuran Lima Hari
wikipediaPuputanMargarana,http://commons.wikimedia.org/wiki/Special:FilePath/default.png,https://id.wikipedia.org/wiki/Puputan Margarana
wikipediaPertempuranSurabaya,http://commons.wikimedia.org/wiki/Special:FilePath/Hote-orange.jpg,https://id.wikipedia.org/wiki/Pertempuran Surabaya
wikipediaEkspedisiPalembangII,http://commons.wikimedia.org/wiki/Special:FilePath/default.png,https://id.wikipedia.org/wiki/Ekspedisi Palembang II
wikipediaSerbuanYuanMongolkeJawa,http://commons.wikimedia.org/wiki/Special:FilePath/default.png,https://id.wikipedia.org/wiki/Serbuan Yuan-Mongol ke Jawa
wikipediaPemberontakanRadenRonggo,http://commons.wikimedia.org/wiki/Special:FilePath/default.png,https://id.wikipedia.org/wiki/Pemberontakan Raden Ronggo
wikipediaPerangBanjar,http://commons.wikimedia.org/wiki/Special:FilePath/1. ZM Stoomschip Celebes in gevecht met een Kota Mara 6 aug 1859 Poeloe Kananat opgenomen.jpg,https://id.wikipedia.org/wiki/Perang Banjar
wikipediaRevolusiBelgia,"http://commons.wikimedia.org/wiki/Special:FilePath/Gustave Wappers - Episode of the September Days 1830, on the Grand Place of Brussels - Google Art Project.jpg",https://id.wikipedia.org/wiki/Revolusi Belgia
wikipediaPertempuranTelukLeyte,http://commons.wikimedia.org/wiki/Special:FilePath/USS Princeton (CVL-23) burning on 24 October 1944 (80-G-287970).jpg,https://id.wikipedia.org/wiki/Pertempuran Teluk Leyte
wikipediaKepulauanSolomon,http://commons.wikimedia.org/wiki/Special:FilePath/default.png,https://id.wikipedia.org/wiki/Kepulauan Solomon
wikipediaPerangRusiaJepang,http://commons.wikimedia.org/wiki/Special:FilePath/RUSSOJAPANESEWARIMAGE.jpg,https://id.wikipedia.org/wiki/Perang Rusia-Jepang
wikipediaKampanyeGuadalcanal,http://commons.wikimedia.org/wiki/Special:FilePath/Solomon Islands-CIA WFB Map.png,https://id.wikipedia.org/wiki/Kampanye Guadalcanal
wikipediaPerangBaliII,http://commons.wikimedia.org/wiki/Special:FilePath/Mars van het zevende bataljon2.jpg,https://id.wikipedia.org/wiki/Perang Bali III
wikipediaTiongkok,http://commons.wikimedia.org/wiki/Special:FilePath/Badaling China Great-Wall-of-China-01.jpg,https://id.wikipedia.org/wiki/Tiongkok
wikipediaBattleofBalikpapan,http://commons.wikimedia.org/wiki/Special:FilePath/ShojiNishimura.jpg,https://id.wikipedia.org/wiki/Pertempuran Balikpapan (1942)
wikipediaPerangBaliIII,http://commons.wikimedia.org/wiki/Special:FilePath/Mars van het zevende bataljon2.jpg,https://id.wikipedia.org/wiki/Perang Bali III
wikipediaPertempuranSelatBadung,http://commons.wikimedia.org/wiki/Special:FilePath/HNLMS Piet Hein (full speed).jpg,https://id.wikipedia.org/wiki/Pertempuran Selat Badung
wikipediaPertempuranMalaya,"http://commons.wikimedia.org/wiki/Special:FilePath/Japanese troops final stages to conquest Singapore, Johore Bahru (AWM 127900).JPG",https://id.wikipedia.org/wiki/Pertempuran Malaya
wikipediaPerangTiongkokJepangKedua,http://commons.wikimedia.org/wiki/Special:FilePath/Japanese Occupation of China 1940.svg,https://id.wikipedia.org/wiki/Perang Tiongkok-Jepang Kedua
wikipediaPertempuranSelatMakassar,"http://commons.wikimedia.org/wiki/Special:FilePath/Bomb damage to USS Marblehead (CL-12) following the Battle of Makassar Strait, February 1942 (80-G-237439).jpg",https://id.wikipedia.org/wiki/Pertempuran Selat Makassar
wikipediaPertempuranLautJawa,http://commons.wikimedia.org/wiki/Special:FilePath/Japanese cruiser Haguro.jpg,https://id.wikipedia.org/wiki/Pertempuran Laut Jawa
wikipediaPertempuranLautFilipina,http://commons.wikimedia.org/wiki/Special:FilePath/Japanese aircraft carrier Zuikaku and two destroyers under attack on 20 June 1944 (80-G-238025).jpg,https://id.wikipedia.org/wiki/Pertempuran Laut Filipina
wikipediaPerangDuniaII,http://commons.wikimedia.org/wiki/Special:FilePath/Belgian World War Memorial stone (Leuven).jpg,https://id.wikipedia.org/wiki/Perang Dunia II
wikipediaPapuaNugini,http://commons.wikimedia.org/wiki/Special:FilePath/Papua New Guinea map.png,https://id.wikipedia.org/wiki/Papua Nugini
wikipediaPertempuranLautKarang,"http://commons.wikimedia.org/wiki/Special:FilePath/A heavy explosion on board USS Lexington (CV-2) blows an aircraft over her side, 8 May 1942 (80-G-7413).jpg",https://id.wikipedia.org/wiki/Pertempuran Laut Karang
wikipediaPertempuranSaipan,http://commons.wikimedia.org/wiki/Special:FilePath/Battle of Saipan map.jpg,https://id.wikipedia.org/wiki/Pertempuran Saipan
wikipediaPeristiwaKudetaAngkatanPerangRatuAdil,http://commons.wikimedia.org/wiki/Special:FilePath/Siliwangi headquarter occupied by the APRA.jpg,https://id.wikipedia.org/wiki/Kudeta APRA
